package,class,method,permissions,categories
com.android.phone,PhoneInterfaceManager,getPcscfAddress,"android.permission.READ_PHONE_STATE, android.permission.READ_PRIVILEGED_PHONE_STATE","Device Identifiers, Unknown"
com.android.phone,PhoneInterfaceManager,getPreferredNetworkType,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,getRadioAccessFamily,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,getServiceStateForSubscriber,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,getSimplifiedNetworkSettingsEnabledForSubscriber,android.permission.READ_PHONE_STATE,Device Identifiers
com.android.phone,PhoneInterfaceManager,getSystemVisualVoicemailSmsFilterSettings,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,getTelephonyHistograms,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,getTetherApnRequired,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,getVoiceNetworkTypeForSubscriber,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,getVtDataUsage,android.permission.READ_NETWORK_USAGE_HISTORY,Unknown
com.android.phone,PhoneInterfaceManager,handlePinMmi,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,handlePinMmiForSubscriber,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,iccCloseLogicalChannel,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,iccExchangeSimIO,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,iccOpenLogicalChannel,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,iccTransmitApduBasicChannel,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,iccTransmitApduLogicalChannel,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,invokeOemRilRequestRaw,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,isIdle,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,isIdleForSubscriber,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,isOffhook,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,isOffhookForSubscriber,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,isRadioOn,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,isRadioOnForSubscriber,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,isRinging,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,isRingingForSubscriber,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,isSimPinEnabled,"android.permission.READ_PHONE_STATE, android.permission.READ_PRIVILEGED_PHONE_STATE","Device Identifiers, Unknown"
com.android.phone,PhoneInterfaceManager,isVideoCallingEnabled,"android.permission.READ_PHONE_STATE, android.permission.READ_PRIVILEGED_PHONE_STATE","Device Identifiers, Unknown"
com.android.phone,PhoneInterfaceManager,isVisualVoicemailEnabled,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,isWorldPhone,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,merge,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,mute,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,nvReadItem,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,nvResetConfig,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,nvWriteCdmaPrl,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,nvWriteItem,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,playDtmfTone,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,removeListener,android.permission.READ_PRIVILEGED_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,requestModemActivityInfo,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,sendEnvelopeWithStatus,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,setAllowedCarriers,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,setDataEnabled,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,setImsRegistrationState,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,setLine1NumberForDisplayForSubscriber,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,setNetworkSelectionModeAutomatic,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,setNetworkSelectionModeManual,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,setOperatorBrandOverride,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,setPolicyDataEnabled,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,setPreferredNetworkType,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,setRadio,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,setRadioForSubscriber,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,setRadioPower,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,setVisualVoicemailEnabled,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,shutdownMobileRadios,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,silenceRinger,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,stopDtmfTone,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,supplyPin,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,supplyPinForSubscriber,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,supplyPinReportResult,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,supplyPinReportResultForSubscriber,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,supplyPuk,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,supplyPukForSubscriber,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,supplyPukReportResult,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,supplyPukReportResultForSubscriber,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,swap,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,toggleHold,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,toggleRadioOnOff,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.phone,PhoneInterfaceManager,toggleRadioOnOffForSubscriber,android.permission.MODIFY_PHONE_STATE,Unknown
com.android.providers.contacts,AbstractContactsProvider,bulkInsert,android.permission.WRITE_PROFILE,Unknown
com.android.providers.contacts,AbstractContactsProvider,delete,android.permission.WRITE_PROFILE,Unknown
com.android.providers.contacts,AbstractContactsProvider,insert,android.permission.WRITE_PROFILE,Unknown
com.android.providers.contacts,AbstractContactsProvider,update,android.permission.WRITE_PROFILE,Unknown
com.android.providers.contacts,CallLogProvider,delete,com.android.voicemail.permission.ADD_VOICEMAIL,Unknown
com.android.providers.contacts,CallLogProvider,insert,com.android.voicemail.permission.ADD_VOICEMAIL,Unknown
com.android.providers.contacts,CallLogProvider,update,com.android.voicemail.permission.ADD_VOICEMAIL,Unknown
com.android.providers.contacts,ContactsProvider2,bulkInsert,android.permission.READ_SOCIAL_STREAM,Unknown
com.android.providers.contacts,ContactsProvider2,call,android.permission.READ_SOCIAL_STREAM,Unknown
com.android.providers.contacts,ContactsProvider2,delete,"android.permission.READ_SOCIAL_STREAM, android.permission.WRITE_SOCIAL_STREAM",Unknown
com.android.providers.contacts,ContactsProvider2,getType,"android.permission.INTERACT_ACROSS_USERS, android.permission.READ_SOCIAL_STREAM",Unknown
com.android.providers.contacts,ContactsProvider2,insert,"android.permission.READ_SOCIAL_STREAM, android.permission.WRITE_SOCIAL_STREAM",Unknown
com.android.providers.contacts,ContactsProvider2,update,"android.permission.READ_SOCIAL_STREAM, android.permission.WRITE_SOCIAL_STREAM",Unknown
com.android.providers.contacts,ProfileProvider,getType,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.providers.contacts,ProfileProvider,openAssetFile,"android.permission.READ_PROFILE, android.permission.WRITE_PROFILE",Unknown
com.android.providers.contacts,VoicemailContentProvider,delete,com.android.voicemail.permission.ADD_VOICEMAIL,Unknown
com.android.providers.contacts,VoicemailContentProvider,insert,com.android.voicemail.permission.ADD_VOICEMAIL,Unknown
com.android.providers.contacts,VoicemailContentProvider,openFile,com.android.voicemail.permission.ADD_VOICEMAIL,Unknown
com.android.providers.contacts,VoicemailContentProvider,update,com.android.voicemail.permission.ADD_VOICEMAIL,Unknown
com.android.providers.downloads,DownloadProvider,delete,android.permission.ACCESS_ALL_DOWNLOADS,Unknown
com.android.providers.downloads,DownloadProvider,insert,"android.permission.ACCESS_CACHE_FILESYSTEM, android.permission.ACCESS_DOWNLOAD_MANAGER, android.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED, android.permission.DOWNLOAD_CACHE_NON_PURGEABLE, android.permission.DOWNLOAD_WITHOUT_NOTIFICATION, android.permission.INTERNET, android.permission.WRITE_EXTERNAL_STORAGE",Unknown
com.android.providers.downloads,DownloadProvider,openFile,android.permission.ACCESS_ALL_DOWNLOADS,Unknown
com.android.providers.downloads,DownloadProvider,update,android.permission.ACCESS_ALL_DOWNLOADS,Unknown
com.android.providers.drm,DrmProvider,delete,android.permission.ACCESS_DRM,Unknown
com.android.providers.drm,DrmProvider,insert,android.permission.INSTALL_DRM,Unknown
com.android.providers.drm,DrmProvider,update,android.permission.ACCESS_DRM,Unknown
com.android.providers.media,MediaProvider,openFile,"android.permission.ACCESS_CACHE_FILESYSTEM, android.permission.READ_EXTERNAL_STORAGE, android.permission.WRITE_EXTERNAL_STORAGE",Unknown
com.android.providers.settings,SettingsProvider,bulkInsert,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.WRITE_SECURE_SETTINGS, android.permission.WRITE_SECURE_SETTINGS",Unknown
com.android.providers.settings,SettingsProvider,call,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.WRITE_SECURE_SETTINGS",Unknown
com.android.providers.settings,SettingsProvider,delete,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.WRITE_SECURE_SETTINGS, android.permission.WRITE_SECURE_SETTINGS",Unknown
com.android.providers.settings,SettingsProvider,insert,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.WRITE_SECURE_SETTINGS, android.permission.WRITE_SECURE_SETTINGS",Unknown
com.android.providers.settings,SettingsProvider,openAssetFile,android.permission.ACCESS_DRM,Unknown
com.android.providers.settings,SettingsProvider,openFile,android.permission.ACCESS_DRM,Unknown
com.android.providers.settings,SettingsProvider,update,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.WRITE_SECURE_SETTINGS, android.permission.WRITE_SECURE_SETTINGS",Unknown
com.android.providers.telephony,TelephonyProvider,delete,android.permission.WRITE_APN_SETTINGS,Unknown
com.android.providers.telephony,TelephonyProvider,insert,android.permission.WRITE_APN_SETTINGS,Unknown
com.android.providers.telephony,TelephonyProvider,update,android.permission.WRITE_APN_SETTINGS,Unknown
com.android.server,AlarmManagerService,set,android.permission.UPDATE_DEVICE_STATS,Unknown
com.android.server,AlarmManagerService,setTime,android.permission.SET_TIME,Unknown
com.android.server,AlarmManagerService,setTimeZone,android.permission.SET_TIME_ZONE,Unknown
com.android.server,AppOpsService,checkAudioOperation,android.permission.UPDATE_APP_OPS_STATS,Unknown
com.android.server,AppOpsService,checkOperation,android.permission.UPDATE_APP_OPS_STATS,Unknown
com.android.server,AppOpsService,finishOperation,android.permission.UPDATE_APP_OPS_STATS,Unknown
com.android.server,AppOpsService,getOpsForPackage,android.permission.GET_APP_OPS_STATS,Unknown
com.android.server,AppOpsService,getPackagesForOps,android.permission.GET_APP_OPS_STATS,Unknown
com.android.server,AppOpsService,noteOperation,android.permission.UPDATE_APP_OPS_STATS,Unknown
com.android.server,AppOpsService,resetAllModes,android.permission.UPDATE_APP_OPS_STATS,Unknown
com.android.server,AppOpsService,setAudioRestriction,android.permission.UPDATE_APP_OPS_STATS,Unknown
com.android.server,AppOpsService,setMode,android.permission.UPDATE_APP_OPS_STATS,Unknown
com.android.server,AppOpsService,setUidMode,android.permission.UPDATE_APP_OPS_STATS,Unknown
com.android.server,AppOpsService,setUserRestriction,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_APP_OPS_RESTRICTIONS",Unknown
com.android.server,AppOpsService,startOperation,android.permission.UPDATE_APP_OPS_STATS,Unknown
com.android.server,AppWidgetService,bindAppWidgetId,android.permission.BIND_APPWIDGET,Unknown
com.android.server,AppWidgetService,bindAppWidgetIdIfAllowed,android.permission.BIND_APPWIDGET,Unknown
com.android.server,AppWidgetService,bindRemoteViewsService,android.permission.BIND_APPWIDGET,Unknown
com.android.server,AppWidgetService,deleteAppWidgetId,android.permission.BIND_APPWIDGET,Unknown
com.android.server,AppWidgetService,getAppWidgetInfo,android.permission.BIND_APPWIDGET,Unknown
com.android.server,AppWidgetService,getAppWidgetOptions,android.permission.BIND_APPWIDGET,Unknown
com.android.server,AppWidgetService,getAppWidgetViews,android.permission.BIND_APPWIDGET,Unknown
com.android.server,AppWidgetService,hasBindAppWidgetPermission,android.permission.MODIFY_APPWIDGET_BIND_PERMISSIONS,Unknown
com.android.server,AppWidgetService,notifyAppWidgetViewDataChanged,android.permission.BIND_APPWIDGET,Unknown
com.android.server,AppWidgetService,partiallyUpdateAppWidgetIds,android.permission.BIND_APPWIDGET,Unknown
com.android.server,AppWidgetService,setBindAppWidgetPermission,android.permission.MODIFY_APPWIDGET_BIND_PERMISSIONS,Unknown
com.android.server,AppWidgetService,unbindRemoteViewsService,android.permission.BIND_APPWIDGET,Unknown
com.android.server,AppWidgetService,updateAppWidgetIds,android.permission.BIND_APPWIDGET,Unknown
com.android.server,AppWidgetService,updateAppWidgetOptions,android.permission.BIND_APPWIDGET,Unknown
com.android.server,AppWidgetService,updateAppWidgetProvider,android.permission.BIND_APPWIDGET,Unknown
com.android.server,BackupManagerService,acknowledgeFullBackupOrRestore,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,backupNow,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,beginRestoreSession,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,clearBackupData,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,dataChanged,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,fullBackup,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,fullRestore,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,getConfigurationIntent,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,getCurrentTransport,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,getDestinationString,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,hasBackupPassword,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,isBackupEnabled,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,listAllTransports,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,selectBackupTransport,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,setAutoRestore,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,setBackupEnabled,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,setBackupPassword,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService,setBackupProvisioned,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService$ActiveRestoreSession,getAvailableRestoreSets,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService$ActiveRestoreSession,restoreAll,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService$ActiveRestoreSession,restorePackage,android.permission.BACKUP,Unknown
com.android.server,BackupManagerService$ActiveRestoreSession,restoreSome,android.permission.BACKUP,Unknown
com.android.server,BluetoothManagerService,disable,android.permission.BLUETOOTH_ADMIN,Unknown
com.android.server,BluetoothManagerService,enable,android.permission.BLUETOOTH_ADMIN,Unknown
com.android.server,BluetoothManagerService,enableNoAutoConnect,android.permission.BLUETOOTH_ADMIN,Unknown
com.android.server,BluetoothManagerService,getAddress,"android.permission.BLUETOOTH, android.permission.BLUETOOTH, android.permission.LOCAL_MAC_ADDRESS",Unknown
com.android.server,BluetoothManagerService,getName,android.permission.BLUETOOTH,Unknown
com.android.server,BluetoothManagerService,registerStateChangeCallback,android.permission.BLUETOOTH,Unknown
com.android.server,BluetoothManagerService,unregisterAdapter,android.permission.BLUETOOTH,Unknown
com.android.server,BluetoothManagerService,unregisterStateChangeCallback,android.permission.BLUETOOTH,Unknown
com.android.server,ConnectivityService,captivePortalCheckComplete,android.permission.CONNECTIVITY_INTERNAL,Unknown
com.android.server,ConnectivityService,captivePortalCheckCompleted,android.permission.CONNECTIVITY_INTERNAL,Unknown
com.android.server,ConnectivityService,checkMobileProvisioning,android.permission.CONNECTIVITY_INTERNAL,Unknown
com.android.server,ConnectivityService,factoryReset,"android.permission.ACCESS_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL, android.permission.CONTROL_VPN, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.ACCESS_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL, android.permission.CONTROL_VPN, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.TETHER_PRIVILEGED",Unknown
com.android.server,ConnectivityService,findConnectionTypeForIface,android.permission.CONNECTIVITY_INTERNAL,Unknown
com.android.server,ConnectivityService,getActiveLinkProperties,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getActiveLinkQualityInfo,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getActiveNetwork,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getActiveNetworkForUid,android.permission.CONNECTIVITY_INTERNAL,Unknown
com.android.server,ConnectivityService,getActiveNetworkInfo,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getActiveNetworkInfoForUid,"android.permission.ACCESS_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL, android.permission.CONNECTIVITY_INTERNAL",Unknown
com.android.server,ConnectivityService,getActiveNetworkQuotaInfo,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getAllLinkQualityInfo,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getAllNetworkInfo,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getAllNetworkState,"android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL","Connectivity, Unknown"
com.android.server,ConnectivityService,getAllNetworks,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getAllVpnInfo,"android.permission.ACCESS_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL",Unknown
com.android.server,ConnectivityService,getAlwaysOnVpnPackage,"android.permission.CONNECTIVITY_INTERNAL, android.permission.CONTROL_VPN, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server,ConnectivityService,getDefaultNetworkCapabilitiesForUser,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getLastTetherError,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getLegacyVpnInfo,"android.permission.CONTROL_VPN, android.permission.CONTROL_VPN, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server,ConnectivityService,getLinkProperties,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getLinkPropertiesForType,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getLinkQualityInfo,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getMobileDataEnabled,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getMobileProvisioningUrl,android.permission.CONNECTIVITY_INTERNAL,Unknown
com.android.server,ConnectivityService,getMobileRedirectedProvisioningUrl,android.permission.CONNECTIVITY_INTERNAL,Unknown
com.android.server,ConnectivityService,getNetworkCapabilities,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getNetworkForType,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getNetworkInfo,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getNetworkInfoForNetwork,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getNetworkInfoForUid,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getNetworkPreference,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getProvisioningOrActiveNetworkInfo,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getTetherableBluetoothRegexs,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getTetherableIfaces,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getTetherableUsbRegexs,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getTetherableWifiRegexs,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getTetheredDhcpRanges,android.permission.CONNECTIVITY_INTERNAL,Unknown
com.android.server,ConnectivityService,getTetheredIfacePairs,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getTetheredIfaces,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getTetheringErroredIfaces,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,getVpnConfig,"android.permission.CONTROL_VPN, android.permission.CONTROL_VPN, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server,ConnectivityService,isActiveNetworkMetered,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,isNetworkSupported,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,isTetheringSupported,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,listenForNetwork,"android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.CHANGE_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL, android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.CONNECTIVITY_INTERNAL, android.permission.ACCESS_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL","Connectivity, Unknown"
com.android.server,ConnectivityService,markSocketAsUser,android.permission.MARK_NETWORK_SOCKET,Unknown
com.android.server,ConnectivityService,pendingListenForNetwork,"android.permission.ACCESS_NETWORK_STATE, android.permission.ACCESS_WIFI_STATE, android.permission.CONNECTIVITY_INTERNAL",Unknown
com.android.server,ConnectivityService,pendingRequestForNetwork,"android.permission.ACCESS_NETWORK_STATE, android.permission.CHANGE_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL, android.permission.ACCESS_NETWORK_STATE, android.permission.CHANGE_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL, android.permission.CONNECTIVITY_USE_RESTRICTED_NETWORKS, android.permission.ACCESS_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL, android.permission.CHANGE_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL",Unknown
com.android.server,ConnectivityService,prepareVpn,"android.permission.CONNECTIVITY_INTERNAL, android.permission.CONTROL_VPN, android.permission.CONTROL_VPN, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server,ConnectivityService,registerNetworkAgent,android.permission.CONNECTIVITY_INTERNAL,Unknown
com.android.server,ConnectivityService,registerNetworkFactory,android.permission.CONNECTIVITY_INTERNAL,Unknown
com.android.server,ConnectivityService,reportBadNetwork,"android.permission.ACCESS_NETWORK_STATE, android.permission.INTERNET",Unknown
com.android.server,ConnectivityService,reportInetCondition,"android.permission.ACCESS_NETWORK_STATE, android.permission.INTERNET, android.permission.STATUS_BAR",Unknown
com.android.server,ConnectivityService,reportNetworkConnectivity,"android.permission.ACCESS_NETWORK_STATE, android.permission.INTERNET",Unknown
com.android.server,ConnectivityService,requestBandwidthUpdate,android.permission.ACCESS_NETWORK_STATE,Connectivity
com.android.server,ConnectivityService,requestNetwork,"android.permission.ACCESS_NETWORK_STATE, android.permission.CHANGE_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL, android.permission.ACCESS_NETWORK_STATE, android.permission.CHANGE_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL, android.permission.CONNECTIVITY_USE_RESTRICTED_NETWORKS, android.permission.ACCESS_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL, android.permission.CHANGE_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL",Unknown
com.android.server,ConnectivityService,requestNetworkTransitionWakelock,android.permission.CONNECTIVITY_INTERNAL,Unknown
com.android.server,ConnectivityService,requestRouteToHost,"android.permission.CHANGE_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL",Unknown
com.android.server,ConnectivityService,requestRouteToHostAddress,"android.permission.CHANGE_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL, android.permission.CONNECTIVITY_INTERNAL",Unknown
com.android.server,ConnectivityService,setAcceptUnvalidated,"android.permission.ACCESS_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL",Unknown
com.android.server,ConnectivityService,setAirplaneMode,android.permission.CONNECTIVITY_INTERNAL,Unknown
com.android.server,ConnectivityService,setAlwaysOnVpnPackage,"android.permission.CONNECTIVITY_INTERNAL, android.permission.CONTROL_VPN, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server,ConnectivityService,setAvoidUnvalidated,"android.permission.ACCESS_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL",Unknown
com.android.server,ConnectivityService,setDataDependency,android.permission.CONNECTIVITY_INTERNAL,Unknown
com.android.server,ConnectivityService,setGlobalProxy,"android.permission.CHANGE_NETWORK_STATE, android.permission.CONNECTIVITY_INTERNAL",Unknown
com.android.server,ConnectivityService,setMobileDataEnabled,android.permission.CHANGE_NETWORK_STATE,Unknown
com.android.server,ConnectivityService,setNetworkPreference,android.permission.CHANGE_NETWORK_STATE,Unknown
