package,class,method,permissions,categories
com.android.server,WallpaperManagerService,setWallpaper,android.permission.SET_WALLPAPER,Unknown
com.android.server,WallpaperManagerService,setWallpaperComponent,android.permission.SET_WALLPAPER_COMPONENT,Unknown
com.android.server,WifiService,acquireMulticastLock,android.permission.CHANGE_WIFI_MULTICAST_STATE,Unknown
com.android.server,WifiService,acquireWifiLock,android.permission.WAKE_LOCK,Unknown
com.android.server,WifiService,addOrUpdateNetwork,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,addToBlacklist,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,captivePortalCheckComplete,android.permission.CONNECTIVITY_INTERNAL,Unknown
com.android.server,WifiService,clearBlacklist,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,disableNetwork,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,disconnect,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,enableNetwork,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,getConfigFile,android.permission.ACCESS_WIFI_STATE,Unknown
com.android.server,WifiService,getConfiguredNetworks,android.permission.ACCESS_WIFI_STATE,Unknown
com.android.server,WifiService,getConnectionInfo,android.permission.ACCESS_WIFI_STATE,Unknown
com.android.server,WifiService,getDhcpInfo,android.permission.ACCESS_WIFI_STATE,Unknown
com.android.server,WifiService,getFrequencyBand,android.permission.ACCESS_WIFI_STATE,Unknown
com.android.server,WifiService,getScanResults,android.permission.ACCESS_WIFI_STATE,Unknown
com.android.server,WifiService,getWifiApConfiguration,android.permission.ACCESS_WIFI_STATE,Unknown
com.android.server,WifiService,getWifiApEnabledState,android.permission.ACCESS_WIFI_STATE,Unknown
com.android.server,WifiService,getWifiEnabledState,android.permission.ACCESS_WIFI_STATE,Unknown
com.android.server,WifiService,getWifiServiceMessenger,"android.permission.ACCESS_WIFI_STATE, android.permission.CHANGE_WIFI_STATE",Unknown
com.android.server,WifiService,getWifiStateMachineMessenger,"android.permission.ACCESS_WIFI_STATE, android.permission.CHANGE_WIFI_STATE",Unknown
com.android.server,WifiService,initializeMulticastFiltering,android.permission.CHANGE_WIFI_MULTICAST_STATE,Unknown
com.android.server,WifiService,isMulticastEnabled,android.permission.ACCESS_WIFI_STATE,Unknown
com.android.server,WifiService,pingSupplicant,android.permission.ACCESS_WIFI_STATE,Unknown
com.android.server,WifiService,reassociate,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,reconnect,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,releaseMulticastLock,android.permission.CHANGE_WIFI_MULTICAST_STATE,Unknown
com.android.server,WifiService,releaseWifiLock,android.permission.WAKE_LOCK,Unknown
com.android.server,WifiService,removeNetwork,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,saveConfiguration,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,setCountryCode,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,setFrequencyBand,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,setWifiApConfiguration,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,setWifiApEnabled,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,setWifiEnabled,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,startScan,android.permission.CHANGE_WIFI_STATE,Unknown
com.android.server,WifiService,startWifi,"android.permission.CHANGE_WIFI_STATE, android.permission.CONNECTIVITY_INTERNAL",Unknown
com.android.server,WifiService,stopWifi,"android.permission.CHANGE_WIFI_STATE, android.permission.CONNECTIVITY_INTERNAL",Unknown
com.android.server,WifiService,updateWifiLockWorkSource,android.permission.UPDATE_DEVICE_STATS,Unknown
com.android.server.accessibility,AccessibilityManagerService,addAccessibilityInteractionConnection,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService,addClient,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService,disableAccessibilityService,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService,enableAccessibilityService,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService,getEnabledAccessibilityServiceList,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService,getInstalledAccessibilityServiceList,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService,getWindowToken,getWindowToken,Unknown
com.android.server.accessibility,AccessibilityManagerService,interrupt,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService,removeAccessibilityInteractionConnection,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService,sendAccessibilityEvent,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService,temporaryEnableAccessibilityStateUntilKeyguardRemoved,temporaryEnableAccessibilityStateUntilKeyguardRemoved,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,computeClickPointInScreen,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,disableSelf,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,findAccessibilityNodeInfoByAccessibilityId,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,findAccessibilityNodeInfoByViewId,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,findAccessibilityNodeInfosByText,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,findAccessibilityNodeInfosByViewId,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,findFocus,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,focusSearch,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,getMagnificationCenterX,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,getMagnificationCenterY,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,getMagnificationRegion,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,getMagnificationScale,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,getWindow,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,getWindows,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,performAccessibilityAction,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,performGlobalAction,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,resetMagnification,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,setMagnificationScaleAndCenter,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accessibility,AccessibilityManagerService$Service,setSoftKeyboardShowMode,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.accounts,AccountManagerService,addAccount,android.permission.MANAGE_ACCOUNTS,Unknown
com.android.server.accounts,AccountManagerService,addAccountAsUser,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_ACCOUNTS",Unknown
com.android.server.accounts,AccountManagerService,addAccountExplicitly,android.permission.AUTHENTICATE_ACCOUNTS,Unknown
com.android.server.accounts,AccountManagerService,addSharedAccountsFromParentUser,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.accounts,AccountManagerService,clearPassword,android.permission.MANAGE_ACCOUNTS,Unknown
com.android.server.accounts,AccountManagerService,confirmCredentialsAsUser,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_ACCOUNTS, android.permission.MANAGE_ACCOUNTS",Unknown
com.android.server.accounts,AccountManagerService,copyAccountToUser,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.accounts,AccountManagerService,editProperties,android.permission.MANAGE_ACCOUNTS,Unknown
com.android.server.accounts,AccountManagerService,finishSessionAsUser,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.accounts,AccountManagerService,getAccounts,"android.permission.GET_ACCOUNTS, android.permission.GET_ACCOUNTS, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.INTERACT_ACROSS_USERS_FULL","Accounts, Unknown"
com.android.server.accounts,AccountManagerService,getAccountsAsUser,"android.permission.GET_ACCOUNTS, android.permission.GET_ACCOUNTS, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.INTERACT_ACROSS_USERS_FULL","Accounts, Unknown"
com.android.server.accounts,AccountManagerService,getAccountsByFeatures,android.permission.GET_ACCOUNTS,Accounts
com.android.server.accounts,AccountManagerService,getAccountsByTypeForPackage,"android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.INTERACT_ACROSS_USERS_FULL",Unknown
com.android.server.accounts,AccountManagerService,getAccountsForPackage,"android.permission.GET_ACCOUNTS, android.permission.GET_ACCOUNTS, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.INTERACT_ACROSS_USERS_FULL","Accounts, Unknown"
com.android.server.accounts,AccountManagerService,getAuthToken,android.permission.USE_CREDENTIALS,Unknown
com.android.server.accounts,AccountManagerService,getAuthenticatorTypes,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.accounts,AccountManagerService,getPassword,android.permission.AUTHENTICATE_ACCOUNTS,Unknown
com.android.server.accounts,AccountManagerService,getUserData,android.permission.AUTHENTICATE_ACCOUNTS,Unknown
com.android.server.accounts,AccountManagerService,hasFeatures,android.permission.GET_ACCOUNTS,Accounts
com.android.server.accounts,AccountManagerService,invalidateAuthToken,"android.permission.MANAGE_ACCOUNTS, android.permission.USE_CREDENTIALS",Unknown
com.android.server.accounts,AccountManagerService,peekAuthToken,android.permission.AUTHENTICATE_ACCOUNTS,Unknown
com.android.server.accounts,AccountManagerService,removeAccount,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_ACCOUNTS",Unknown
com.android.server.accounts,AccountManagerService,removeAccountAsUser,"android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_ACCOUNTS",Unknown
com.android.server.accounts,AccountManagerService,removeAccountExplicitly,android.permission.AUTHENTICATE_ACCOUNTS,Unknown
com.android.server.accounts,AccountManagerService,renameAccount,android.permission.AUTHENTICATE_ACCOUNTS,Unknown
com.android.server.accounts,AccountManagerService,setAuthToken,android.permission.AUTHENTICATE_ACCOUNTS,Unknown
com.android.server.accounts,AccountManagerService,setPassword,android.permission.AUTHENTICATE_ACCOUNTS,Unknown
com.android.server.accounts,AccountManagerService,setUserData,android.permission.AUTHENTICATE_ACCOUNTS,Unknown
com.android.server.accounts,AccountManagerService,updateCredentials,android.permission.MANAGE_ACCOUNTS,Unknown
com.android.server.am,ActivityManagerService,activityDestroyed,"android.permission.BROADCAST_STICKY, android.permission.MANAGE_ACTIVITY_STACKS, android.permission.START_ANY_ACTIVITY, android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,activityIdle,"android.permission.BROADCAST_STICKY, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_APP_TOKENS, android.permission.START_ANY_ACTIVITY, android.permission.UPDATE_DEVICE_STATS",Unknown
com.android.server.am,ActivityManagerService,activityPaused,"android.permission.MANAGE_APP_TOKENS, android.permission.START_ANY_ACTIVITY, android.permission.UPDATE_DEVICE_STATS",Unknown
com.android.server.am,ActivityManagerService,activitySlept,"android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY, android.permission.MANAGE_APP_TOKENS, android.permission.START_ANY_ACTIVITY, android.permission.UPDATE_DEVICE_STATS",Unknown
com.android.server.am,ActivityManagerService,activityStopped,"android.permission.BROADCAST_STICKY, android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,appNotRespondingViaProvider,android.permission.REMOVE_TASKS,Unknown
com.android.server.am,ActivityManagerService,attachApplication,android.permission.BROADCAST_STICKY,Unknown
com.android.server.am,ActivityManagerService,backgroundResourcesReleased,"android.permission.MANAGE_APP_TOKENS, android.permission.START_ANY_ACTIVITY, android.permission.UPDATE_DEVICE_STATS",Unknown
com.android.server.am,ActivityManagerService,bindBackupAgent,"android.permission.BACKUP, android.permission.BACKUP, android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY, android.permission.BACKUP, android.permission.START_ANY_ACTIVITY, android.permission.CONFIRM_FULL_BACKUP, android.permission.CONFIRM_FULL_BACKUP, android.permission.START_ANY_ACTIVITY, android.permission.START_TASKS_FROM_RECENTS, android.permission.CONFIRM_FULL_BACKUP, android.permission.UPDATE_DEVICE_STATS",Unknown
com.android.server.am,ActivityManagerService,bindService,"android.permission.BROADCAST_STICKY, android.permission.MANAGE_ACTIVITY_STACKS, android.permission.BROADCAST_STICKY, android.permission.SET_DEBUG_APP, android.permission.START_ANY_ACTIVITY, android.permission.START_TASKS_FROM_RECENTS, android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,bootAnimationComplete,"android.permission.BROADCAST_STICKY, android.permission.BROADCAST_STICKY, android.permission.SET_DEBUG_APP",Unknown
com.android.server.am,ActivityManagerService,clearApplicationUserData,android.permission.BROADCAST_STICKY,Unknown
com.android.server.am,ActivityManagerService,clearGrantedUriPermissions,android.permission.CLEAR_APP_GRANTED_URI_PERMISSIONS,Unknown
com.android.server.am,ActivityManagerService,clearPendingBackup,android.permission.BACKUP,Unknown
com.android.server.am,ActivityManagerService,closeSystemDialogs,"android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,convertFromTranslucent,"android.permission.BROADCAST_STICKY, android.permission.MANAGE_APP_TOKENS, android.permission.START_ANY_ACTIVITY, android.permission.UPDATE_APP_OPS_STATS, android.permission.UPDATE_DEVICE_STATS",Unknown
com.android.server.am,ActivityManagerService,convertToTranslucent,"android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,crashApplication,android.permission.FORCE_STOP_PACKAGES,Unknown
com.android.server.am,ActivityManagerService,createActivityContainer,android.permission.MANAGE_ACTIVITY_STACKS,Unknown
com.android.server.am,ActivityManagerService,createStack,android.permission.MANAGE_ACTIVITY_STACKS,Unknown
com.android.server.am,ActivityManagerService,createStackOnDisplay,android.permission.MANAGE_ACTIVITY_STACKS,Unknown
com.android.server.am,ActivityManagerService,createVirtualActivityContainer,android.permission.MANAGE_ACTIVITY_STACKS,Unknown
com.android.server.am,ActivityManagerService,deleteActivityContainer,android.permission.MANAGE_ACTIVITY_STACKS,Unknown
com.android.server.am,ActivityManagerService,dismissKeyguardOnNextActivity,"android.permission.BROADCAST_STICKY, android.permission.MANAGE_ACTIVITY_STACKS, android.permission.START_ANY_ACTIVITY, android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,dumpHeap,android.permission.SET_ACTIVITY_WATCHER,Unknown
com.android.server.am,ActivityManagerService,finishActivity,"android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,finishActivityAffinity,"android.permission.MANAGE_APP_TOKENS, android.permission.UPDATE_APP_OPS_STATS, android.permission.UPDATE_DEVICE_STATS",Unknown
com.android.server.am,ActivityManagerService,finishHeavyWeightApp,"android.permission.BROADCAST_STICKY, android.permission.FORCE_STOP_PACKAGES, android.permission.MANAGE_APP_TOKENS, android.permission.UPDATE_DEVICE_STATS, android.permission.BROADCAST_STICKY, android.permission.FORCE_STOP_PACKAGES, android.permission.START_ANY_ACTIVITY, android.permission.FORCE_STOP_PACKAGES, android.permission.FORCE_STOP_PACKAGES, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,finishInstrumentation,android.permission.BROADCAST_STICKY,Unknown
com.android.server.am,ActivityManagerService,finishReceiver,"android.permission.BROADCAST_STICKY, android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,finishSubActivity,"android.permission.BROADCAST_STICKY, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.UPDATE_DEVICE_STATS",Unknown
com.android.server.am,ActivityManagerService,finishVoiceTask,"android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,forceStopPackage,"android.permission.BROADCAST_STICKY, android.permission.FORCE_STOP_PACKAGES, android.permission.UPDATE_DEVICE_STATS, android.permission.FORCE_STOP_PACKAGES, android.permission.FORCE_STOP_PACKAGES, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,getAllStackInfos,android.permission.MANAGE_ACTIVITY_STACKS,Unknown
com.android.server.am,ActivityManagerService,getAssistContextExtras,android.permission.GET_TOP_ACTIVITY_INFO,Unknown
com.android.server.am,ActivityManagerService,getContentProvider,android.permission.BROADCAST_STICKY,Unknown
com.android.server.am,ActivityManagerService,getContentProviderExternal,android.permission.ACCESS_CONTENT_PROVIDERS_EXTERNALLY,Unknown
com.android.server.am,ActivityManagerService,getCurrentUser,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.am,ActivityManagerService,getGrantedUriPermissions,android.permission.GET_APP_GRANTED_URI_PERMISSIONS,Unknown
com.android.server.am,ActivityManagerService,getHomeActivityToken,android.permission.MANAGE_ACTIVITY_STACKS,Unknown
com.android.server.am,ActivityManagerService,getIntentForIntentSender,android.permission.GET_INTENT_SENDER_INTENT,Unknown
com.android.server.am,ActivityManagerService,getPackageProcessState,android.permission.PACKAGE_USAGE_STATS,Unknown
com.android.server.am,ActivityManagerService,getProviderMimeType,android.permission.BROADCAST_STICKY,Unknown
com.android.server.am,ActivityManagerService,getRecentTasks,"android.permission.GET_DETAILED_TASKS, android.permission.GET_TASKS, android.permission.REAL_GET_TASKS, android.permission.GET_TASKS",Unknown
com.android.server.am,ActivityManagerService,getRunningAppProcesses,"android.permission.GET_TASKS, android.permission.REAL_GET_TASKS",Unknown
com.android.server.am,ActivityManagerService,getRunningExternalApplications,"android.permission.GET_TASKS, android.permission.REAL_GET_TASKS",Unknown
com.android.server.am,ActivityManagerService,getRunningUserIds,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.am,ActivityManagerService,getStackBoxInfo,android.permission.MANAGE_ACTIVITY_STACKS,Unknown
com.android.server.am,ActivityManagerService,getStackBoxes,android.permission.MANAGE_ACTIVITY_STACKS,Unknown
com.android.server.am,ActivityManagerService,getStackInfo,android.permission.MANAGE_ACTIVITY_STACKS,Unknown
com.android.server.am,ActivityManagerService,getTaskBounds,"android.permission.BROADCAST_STICKY, android.permission.MANAGE_ACTIVITY_STACKS",Unknown
com.android.server.am,ActivityManagerService,getTaskDescriptionIcon,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.am,ActivityManagerService,getTaskThumbnail,"android.permission.BROADCAST_STICKY, android.permission.READ_FRAME_BUFFER, android.permission.READ_FRAME_BUFFER",Unknown
com.android.server.am,ActivityManagerService,getTaskThumbnails,android.permission.READ_FRAME_BUFFER,Unknown
com.android.server.am,ActivityManagerService,getTaskTopThumbnail,android.permission.READ_FRAME_BUFFER,Unknown
com.android.server.am,ActivityManagerService,getTasks,"android.permission.GET_TASKS, android.permission.GET_TASKS, android.permission.REAL_GET_TASKS",Unknown
com.android.server.am,ActivityManagerService,getTopActivityExtras,android.permission.GET_TOP_ACTIVITY_INFO,Unknown
com.android.server.am,ActivityManagerService,goingToSleep,"android.permission.BROADCAST_STICKY, android.permission.DEVICE_POWER, android.permission.START_ANY_ACTIVITY, android.permission.DEVICE_POWER, android.permission.DEVICE_POWER, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,handleApplicationCrash,"android.permission.BROADCAST_STICKY, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_APP_TOKENS, android.permission.UPDATE_DEVICE_STATS, android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,handleApplicationWtf,"android.permission.BROADCAST_STICKY, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_APP_TOKENS, android.permission.UPDATE_DEVICE_STATS, android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,hang,android.permission.SET_ACTIVITY_WATCHER,Unknown
com.android.server.am,ActivityManagerService,inputDispatchingTimedOut,"android.permission.BROADCAST_STICKY, android.permission.FILTER_EVENTS, android.permission.FILTER_EVENTS, android.permission.FILTER_EVENTS, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,isInHomeStack,"android.permission.BROADCAST_STICKY, android.permission.MANAGE_ACTIVITY_STACKS, android.permission.MANAGE_ACTIVITY_STACKS",Unknown
com.android.server.am,ActivityManagerService,isUserRunning,android.permission.INTERACT_ACROSS_USERS,Unknown
com.android.server.am,ActivityManagerService,keyguardWaitingForActivityDrawn,"android.permission.MANAGE_APP_TOKENS, android.permission.START_ANY_ACTIVITY, android.permission.UPDATE_DEVICE_STATS",Unknown
com.android.server.am,ActivityManagerService,killAllBackgroundProcesses,"android.permission.BROADCAST_STICKY, android.permission.KILL_BACKGROUND_PROCESSES, android.permission.BROADCAST_STICKY, android.permission.KILL_BACKGROUND_PROCESSES, android.permission.START_ANY_ACTIVITY, android.permission.KILL_BACKGROUND_PROCESSES, android.permission.KILL_BACKGROUND_PROCESSES, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,killBackgroundProcesses,"android.permission.BROADCAST_STICKY, android.permission.KILL_BACKGROUND_PROCESSES, android.permission.KILL_BACKGROUND_PROCESSES",Unknown
com.android.server.am,ActivityManagerService,killPackageDependents,android.permission.KILL_UID,Unknown
com.android.server.am,ActivityManagerService,killUid,"android.permission.BROADCAST_STICKY, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.UPDATE_DEVICE_STATS, android.permission.KILL_UID, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,launchAssistIntent,android.permission.GET_TOP_ACTIVITY_INFO,Unknown
com.android.server.am,ActivityManagerService,moveActivityTaskToBack,"android.permission.BROADCAST_STICKY, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_APP_TOKENS, android.permission.START_ANY_ACTIVITY, android.permission.UPDATE_DEVICE_STATS, android.permission.BROADCAST_STICKY, android.permission.MANAGE_ACTIVITY_STACKS, android.permission.START_ANY_ACTIVITY, android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,moveTaskBackwards,android.permission.REORDER_TASKS,Unknown
com.android.server.am,ActivityManagerService,moveTaskToBack,"android.permission.BROADCAST_STICKY, android.permission.REORDER_TASKS, android.permission.START_ANY_ACTIVITY, android.permission.UPDATE_DEVICE_STATS, android.permission.REORDER_TASKS",Unknown
com.android.server.am,ActivityManagerService,moveTaskToDockedStack,"android.permission.BROADCAST_STICKY, android.permission.MANAGE_ACTIVITY_STACKS",Unknown
com.android.server.am,ActivityManagerService,moveTaskToFront,"android.permission.BROADCAST_STICKY, android.permission.REORDER_TASKS, android.permission.BROADCAST_STICKY, android.permission.REORDER_TASKS, android.permission.START_ANY_ACTIVITY, android.permission.BROADCAST_STICKY, android.permission.REORDER_TASKS, android.permission.START_ANY_ACTIVITY, android.permission.UPDATE_DEVICE_STATS, android.permission.REORDER_TASKS, android.permission.REORDER_TASKS, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,moveTaskToStack,"android.permission.BROADCAST_STICKY, android.permission.MANAGE_ACTIVITY_STACKS, android.permission.BROADCAST_STICKY, android.permission.MANAGE_ACTIVITY_STACKS, android.permission.START_ANY_ACTIVITY, android.permission.UPDATE_DEVICE_STATS, android.permission.MANAGE_ACTIVITY_STACKS",Unknown
com.android.server.am,ActivityManagerService,moveTasksToFullscreenStack,"android.permission.BROADCAST_STICKY, android.permission.MANAGE_ACTIVITY_STACKS",Unknown
com.android.server.am,ActivityManagerService,moveTopActivityToPinnedStack,android.permission.MANAGE_ACTIVITY_STACKS,Unknown
com.android.server.am,ActivityManagerService,navigateUpTo,"android.permission.BROADCAST_STICKY, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.MANAGE_APP_TOKENS, android.permission.START_ANY_ACTIVITY, android.permission.UPDATE_DEVICE_STATS, android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.START_ANY_ACTIVITY, android.permission.MANAGE_ACTIVITY_STACKS, android.permission.START_ANY_ACTIVITY, android.permission.SET_DEBUG_APP, android.permission.START_ANY_ACTIVITY, android.permission.START_TASKS_FROM_RECENTS, android.permission.START_ANY_ACTIVITY",Unknown
com.android.server.am,ActivityManagerService,noteWakeupAlarm,android.permission.UPDATE_DEVICE_STATS,Unknown
com.android.server.am,ActivityManagerService,openContentUri,android.permission.BROADCAST_STICKY,Unknown
com.android.server.am,ActivityManagerService,performIdleMaintenance,android.permission.SET_ACTIVITY_WATCHER,Unknown
com.android.server.am,ActivityManagerService,positionTaskInStack,"android.permission.BROADCAST_STICKY, android.permission.MANAGE_ACTIVITY_STACKS",Unknown
com.android.server.am,ActivityManagerService,profileControl,android.permission.SET_ACTIVITY_WATCHER,Unknown
com.android.server.am,ActivityManagerService,publishContentProviders,"android.permission.BROADCAST_STICKY, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.UPDATE_DEVICE_STATS",Unknown
com.android.server.am,ActivityManagerService,publishService,"android.permission.BROADCAST_STICKY, android.permission.INTERACT_ACROSS_USERS_FULL, android.permission.UPDATE_DEVICE_STATS",Unknown
com.android.server.am,ActivityManagerService,registerProcessObserver,android.permission.SET_ACTIVITY_WATCHER,Unknown
com.android.server.am,ActivityManagerService,registerTaskStackListener,android.permission.MANAGE_ACTIVITY_STACKS,Unknown
com.android.server.am,ActivityManagerService,registerUidObserver,android.permission.SET_ACTIVITY_WATCHER,Unknown
com.android.server.am,ActivityManagerService,registerUserSwitchObserver,android.permission.INTERACT_ACROSS_USERS_FULL,Unknown
com.android.server.am,ActivityManagerService,releaseActivityInstance,"android.permission.BROADCAST_STICKY, android.permission.MANAGE_APP_TOKENS, android.permission.START_ANY_ACTIVITY, android.permission.UPDATE_DEVICE_STATS",Unknown
com.android.server.am,ActivityManagerService,releaseSomeActivities,"android.permission.BROADCAST_STICKY, android.permission.START_ANY_ACTIVITY",Unknown
