record_id,category,subcategory,framework,package_name,class_name,method_name,api_name,api_type,permission,sources,source_versions,supported_android_versions,import_timestamp,min_android_api,max_android_api,confidence,documentation_url,deprecated,notes
,Location,,Android Framework,android.hardware.location,GeofenceHardware,resumeGeofence,resumeGeofence,method,android.permission.ACCESS_FINE_LOCATION,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Location,,Android Framework,android.hardware.location,GeofenceHardware,unregisterForMonitorStateChangeCallback,unregisterForMonitorStateChangeCallback,method,android.permission.ACCESS_FINE_LOCATION,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Unknown,,Android Framework,android.net.sip,SipAudioCall,startAudio,startAudio,method,android.permission.RECORD_AUDIO,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Unknown,,Android Framework,android.provider,CallLog$Calls,CONTENT_URI_WITH_VOICEMAIL,CONTENT_URI_WITH_VOICEMAIL,field,android.permission.READ_CALL_LOG,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Unknown,,Android Framework,android.provider,CallLog$Calls,CONTENT_URI_WITH_VOICEMAIL,CONTENT_URI_WITH_VOICEMAIL,field,android.permission.WRITE_CALL_LOG,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Unknown,,Android Framework,android.provider,MediaStore,ACTION_IMAGE_CAPTURE,ACTION_IMAGE_CAPTURE,field,android.permission.CAMERA,"[""PScout""]","[""API-23"", ""TXT""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Unknown,,Android Framework,android.provider,MediaStore,ACTION_VIDEO_CAPTURE,ACTION_VIDEO_CAPTURE,field,android.permission.CAMERA,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,CarrierConfigManager,getConfig,getConfig,method,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,CarrierConfigManager,getConfigForSubId,getConfigForSubId,method,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,PhoneNumberUtils,isVoiceMailNumber,isVoiceMailNumber,method,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,PhoneStateListener,LISTEN_CALL_FORWARDING_INDICATOR,LISTEN_CALL_FORWARDING_INDICATOR,field,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Unknown,,Android Framework,android.telephony,PhoneStateListener,LISTEN_CELL_LOCATION,LISTEN_CELL_LOCATION,field,android.permission.ACCESS_COARSE_LOCATION,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,PhoneStateListener,LISTEN_MESSAGE_WAITING_INDICATOR,LISTEN_MESSAGE_WAITING_INDICATOR,field,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,PhoneStateListener,LISTEN_SIGNAL_STRENGTH,LISTEN_SIGNAL_STRENGTH,field,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,PhoneStateListener,onCallStateChanged,onCallStateChanged,method,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,SMS,,Android Framework,android.telephony,SmsManager,sendDataMessage,sendDataMessage,method,android.permission.SEND_SMS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,SMS,,Android Framework,android.telephony,SmsManager,sendMultipartTextMessage,sendMultipartTextMessage,method,android.permission.SEND_SMS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,SMS,,Android Framework,android.telephony,SmsManager,sendTextMessage,sendTextMessage,method,android.permission.SEND_SMS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,TelephonyManager,ACTION_PHONE_STATE_CHANGED,ACTION_PHONE_STATE_CHANGED,field,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Unknown,,Android Framework,android.telephony,TelephonyManager,getCellLocation,getCellLocation,method,android.permission.ACCESS_COARSE_LOCATION,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Location,,Android Framework,android.telephony,TelephonyManager,getCellLocation,getCellLocation,method,android.permission.ACCESS_FINE_LOCATION,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,TelephonyManager,getDeviceId,getDeviceId,method,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,TelephonyManager,getDeviceSoftwareVersion,getDeviceSoftwareVersion,method,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,TelephonyManager,getGroupIdLevel1,getGroupIdLevel1,method,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,TelephonyManager,getLine1Number,getLine1Number,method,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.682353+00:00,23,23,high,,False,
,Unknown,,Android Framework,android.telephony,TelephonyManager,getLine1Number,getLine1Number,method,android.permission.READ_SMS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,TelephonyManager,getSimSerialNumber,getSimSerialNumber,method,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,TelephonyManager,getSubscriberId,getSubscriberId,method,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,TelephonyManager,getVoiceMailAlphaTag,getVoiceMailAlphaTag,method,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.telephony,TelephonyManager,getVoiceMailNumber,getVoiceMailNumber,method,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Unknown,,Android Framework,android.telephony,TelephonyManager,getAllCellInfo,getAllCellInfo,method,android.permission.ACCESS_COARSE_LOCATION,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,com.android.internal.telephony,IccPhoneBookInterfaceManager,updateAdnRecordsInEfByIndex,updateAdnRecordsInEfByIndex,method,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,com.android.internal.telephony,IccPhoneBookInterfaceManager,updateAdnRecordsInEfBySearch,updateAdnRecordsInEfBySearch,method,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,com.android.internal.telephony,IccPhoneBookInterfaceManager,getAdnRecordsInEf,getAdnRecordsInEf,method,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,com.android.internal.telephony,TelephonyIntents,ACTION_ANY_DATA_CONNECTION_STATE_CHANGED,ACTION_ANY_DATA_CONNECTION_STATE_CHANGED,field,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,com.android.internal.telephony,TelephonyIntents,ACTION_DATA_CONNECTION_CONNECTED_TO_PROVISIONING_APN,ACTION_DATA_CONNECTION_CONNECTED_TO_PROVISIONING_APN,field,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,com.android.internal.telephony,TelephonyIntents,ACTION_DATA_CONNECTION_FAILED,ACTION_DATA_CONNECTION_FAILED,field,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,com.android.internal.telephony,TelephonyIntents,ACTION_NETWORK_SET_TIME,ACTION_NETWORK_SET_TIME,field,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,com.android.internal.telephony,TelephonyIntents,ACTION_NETWORK_SET_TIMEZONE,ACTION_NETWORK_SET_TIMEZONE,field,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,com.android.internal.telephony,TelephonyIntents,ACTION_SERVICE_STATE_CHANGED,ACTION_SERVICE_STATE_CHANGED,field,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,com.android.internal.telephony,TelephonyIntents,ACTION_SIGNAL_STRENGTH_CHANGED,ACTION_SIGNAL_STRENGTH_CHANGED,field,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,com.android.internal.telephony,TelephonyIntents,ACTION_SIM_STATE_CHANGED,ACTION_SIM_STATE_CHANGED,field,android.permission.READ_PHONE_STATE,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Unknown,,Android Framework,android.hardware,Camera,open,open,method,android.permission.CAMERA,"[""PScout""]","[""API-23"", ""TXT""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Unknown,,Android Framework,android.media.audiofx,Visualizer,<init>,<init>,method,android.permission.RECORD_AUDIO,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Unknown,,Android Framework,android.net.rtp,AudioGroup,<init>,<init>,method,android.permission.RECORD_AUDIO,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.net.sip,SipManager,createSipSession,createSipSession,method,android.permission.USE_SIP,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.net.sip,SipManager,getSessionFor,getSessionFor,method,android.permission.USE_SIP,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.net.sip,SipManager,open,open,method,android.permission.USE_SIP,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.net.sip,SipManager,makeAudioCall,makeAudioCall,method,android.permission.USE_SIP,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.net.sip,SipManager,takeAudioCall,takeAudioCall,method,android.permission.USE_SIP,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Device Identifiers,,Android Framework,android.net.sip,SipManager,register,register,method,android.permission.USE_SIP,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract,AUTHORITY_URI,AUTHORITY_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract,AUTHORITY_URI,AUTHORITY_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$AggregationExceptions,CONTENT_URI,CONTENT_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$AggregationExceptions,CONTENT_URI,CONTENT_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Callable,CONTENT_FILTER_URI,CONTENT_FILTER_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Callable,CONTENT_FILTER_URI,CONTENT_FILTER_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Callable,CONTENT_URI,CONTENT_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Callable,CONTENT_URI,CONTENT_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Contactables,CONTENT_FILTER_URI,CONTENT_FILTER_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Contactables,CONTENT_FILTER_URI,CONTENT_FILTER_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Contactables,CONTENT_URI,CONTENT_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Contactables,CONTENT_URI,CONTENT_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Email,CONTENT_FILTER_URI,CONTENT_FILTER_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Email,CONTENT_FILTER_URI,CONTENT_FILTER_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Email,CONTENT_LOOKUP_URI,CONTENT_LOOKUP_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Email,CONTENT_LOOKUP_URI,CONTENT_LOOKUP_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Email,CONTENT_URI,CONTENT_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Email,CONTENT_URI,CONTENT_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Email,ENTERPRISE_CONTENT_LOOKUP_URI,ENTERPRISE_CONTENT_LOOKUP_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Email,ENTERPRISE_CONTENT_LOOKUP_URI,ENTERPRISE_CONTENT_LOOKUP_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Phone,CONTENT_FILTER_URI,CONTENT_FILTER_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Phone,CONTENT_FILTER_URI,CONTENT_FILTER_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Phone,CONTENT_URI,CONTENT_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$Phone,CONTENT_URI,CONTENT_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$StructuredPostal,CONTENT_URI,CONTENT_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$CommonDataKinds$StructuredPostal,CONTENT_URI,CONTENT_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_FILTER_URI,CONTENT_FILTER_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_FILTER_URI,CONTENT_FILTER_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_FREQUENT_URI,CONTENT_FREQUENT_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_FREQUENT_URI,CONTENT_FREQUENT_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_GROUP_URI,CONTENT_GROUP_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_GROUP_URI,CONTENT_GROUP_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_LOOKUP_URI,CONTENT_LOOKUP_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_LOOKUP_URI,CONTENT_LOOKUP_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_MULTI_VCARD_URI,CONTENT_MULTI_VCARD_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_MULTI_VCARD_URI,CONTENT_MULTI_VCARD_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_STREQUENT_FILTER_URI,CONTENT_STREQUENT_FILTER_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_STREQUENT_FILTER_URI,CONTENT_STREQUENT_FILTER_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_STREQUENT_URI,CONTENT_STREQUENT_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_STREQUENT_URI,CONTENT_STREQUENT_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_URI,CONTENT_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_URI,CONTENT_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_VCARD_URI,CONTENT_VCARD_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Contacts,CONTENT_VCARD_URI,CONTENT_VCARD_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Data,CONTENT_URI,CONTENT_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Data,CONTENT_URI,CONTENT_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$DataUsageFeedback,DELETE_USAGE_URI,DELETE_USAGE_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$DataUsageFeedback,DELETE_USAGE_URI,DELETE_USAGE_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$DataUsageFeedback,FEEDBACK_URI,FEEDBACK_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683359+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$DataUsageFeedback,FEEDBACK_URI,FEEDBACK_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683862+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$DeletedContacts,CONTENT_URI,CONTENT_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683862+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$DeletedContacts,CONTENT_URI,CONTENT_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683862+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$DisplayPhoto,CONTENT_MAX_DIMENSIONS_URI,CONTENT_MAX_DIMENSIONS_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683862+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$DisplayPhoto,CONTENT_MAX_DIMENSIONS_URI,CONTENT_MAX_DIMENSIONS_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683862+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$DisplayPhoto,CONTENT_URI,CONTENT_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683862+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$DisplayPhoto,CONTENT_URI,CONTENT_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683862+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Groups,CONTENT_SUMMARY_URI,CONTENT_SUMMARY_URI,field,android.permission.READ_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683862+00:00,23,23,high,,False,
,Contacts,,Android Framework,android.provider,ContactsContract$Groups,CONTENT_SUMMARY_URI,CONTENT_SUMMARY_URI,field,android.permission.WRITE_CONTACTS,"[""PScout""]","[""API-23""]",[23],2026-07-07T13:53:25.683862+00:00,23,23,high,,False,
